area,buildingName,buildingNum,buildingYear,category,checkDay,checkNum,checkType,createDate,createUserId,createUserName,csfs,dhyh,dtwx,dtwxyzpsyzqx,dzsbps,equipmentTypeName,ewa,fileList,files,floor,ids,inDate,isProblemSituation,isType,lastMileage,lat,lineName,lng,lyState,modifyDate,modifyUserId,modifyUserName,num,pieces,qrCode,qtps,remark,rlId,septicTankNum,siteInstallation,snsbps,state,stationId,stationName,structureType,tebId,technologyState,type,useDepart,useType,workareaDepartId,workareaDepartName,workshopDepartId,workshopDepartName,xfsbps,ybfsbxdhyh,yzfs,yzjsdmjkwbp,yzly,yzlyybqx
115,单身宿舍围墙,公-14,,,,,,1.759154006393e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761010571916e+12,770,宋红根,27105,,https://ncjnas.coolmitech.com:50443/123/4f2feb16043739d5806718ea48c24558?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039369717_89619665.png&expireTime=1762412935376&signature=d6X6XTmf0JZ059C9Bgvz0V4O4YZJWeaVfvh0bWu0tm5,,,70,,,,1,394,赣县北站,砖,37403,二级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
132.8,单身宿舍硬化面,公-16,,,,,,1.759154176678e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761010661202e+12,770,宋红根,27212,,https://ncjnas.coolmitech.com:50443/123/bcecd0751b62bc3b620179338400e066?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039452061_63661566.png&expireTime=1762412935378&signature=RVO3uKNOsBPsFVNLinJRcf22QJGq23S9MBBjLjS9F61,,,70,,,,1,394,赣县北站,混凝土,37405,一级,1,赣州车务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
8.7,单身宿舍晾衣棚,公-17,,,,,,1.759154291575e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761010755289e+12,770,宋红根,27213,,https://ncjnas.coolmitech.com:50443/123/8c17ab5728a2d56009d2b20ba5c8951f?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039548436_46720728.png&expireTime=1762412935379&signature=Wr3wvJoaB7TTcmghSwDdMyVFWtRnwzasl7JdO3AQDSg,,,70,,,,1,394,赣县北站,钢,37406,一级,1,赣州车务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
82.704,单身宿舍道路,公-20,,,,,,1.759154572762e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761010948472e+12,770,宋红根,26594,,https://ncjnas.coolmitech.com:50443/123/b5d0ff3261a53493cd0b2696698815c7?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039747306_71682634.png&expireTime=1762412935380&signature=1IZdmm4WWKimjzGTt5lNY5Hnb4iGhgG5h7W5SLvDddN,,,70,,,,1,394,赣县北站,混凝土,37409,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
339,维修工区围墙,公-28,,,,,,1.759154646683e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011020536e+12,770,宋红根,27216,,https://ncjnas.coolmitech.com:50443/123/e6891504db44c15ada42dbb0b98d2504?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039818512_78378617.png&expireTime=1762412935382&signature=akgs5zlDaaaq6mS9afckcQRznlfwfvRO97AlPVnrRag,,,70,,,,1,394,赣县北站,砖,37410,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
108.8,维修工区篮球场,公-30,,,,,,1.759154818178e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011087028e+12,770,宋红根,27218,,https://ncjnas.coolmitech.com:50443/123/aab4b63fdcabc09c4611ce76670bf9e6?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039885956_22749407.png&expireTime=1762412935384&signature=puKu3MKoHJFp8aWPJWWt7HAaM9zTGkiJM7cHET6uff9,,,70,,,,1,394,赣县北站,混凝土,37412,一级,1,赣州工务段,室外篮球场,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
46.25,维修工区晾衣棚,公-31,,,,,,1.759155012071e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011140717e+12,770,宋红根,27219,,https://ncjnas.coolmitech.com:50443/123/d3084693ca984c7ed6fecae430e07bfe?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761039939261_82434794.png&expireTime=1762412935385&signature=6kk6rZlfu7cyZH8Tj9YMljjwOBaakZ4qxEyE6QgBxs3,,,70,,,,1,394,赣县北站,钢,37413,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
21.7,维修工区停车场,公-32,,,,,,1.759155088588e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011226229e+12,770,宋红根,27220,,https://ncjnas.coolmitech.com:50443/123/53fbf4562e2e816dab29b3b4627e3e6f?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040021425_66991998.png&expireTime=1762412935386&signature=e7bl1NmwabJyfcEmVhXPxpP3upt48db4bjiVgpNUcLi,,,70,,,,1,394,赣县北站,混凝土,37414,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
8.32,维修工区停车棚,公-33,,,,,,1.759155166322e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011290882e+12,770,宋红根,27221,,https://ncjnas.coolmitech.com:50443/123/c3221c55fa5e2a8eef012f42aec761c1?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040089758_70034226.png&expireTime=1762412935388&signature=eyi3DwLs6gyzwCjgomCmNhF2KVE1HUzGOumwFO79RKg,,,70,,,,1,394,赣县北站,钢,37415,二级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
81.6,进出维修工区道路,公-34,,,,,,1.759155290629e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011370508e+12,770,宋红根,27368,,https://ncjnas.coolmitech.com:50443/123/2a768e63aeafc1ea93e4552cfa1ae63c?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040169563_52041008.png&expireTime=1762412935389&signature=46olHyb6B71xAFiGiBWhV7tYynLkeJvcQYCLMfWWWmh,,,70,,,,1,394,赣县北站,混凝土,37416,一级,1,南昌房建公寓段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
67.2,DK362+441区间基站+直放站硬化面,22-8,,,,,,1.759156037713e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761011860384e+12,770,宋红根,27675,,https://ncjnas.coolmitech.com:50443/123/4e8b02bedc51c2209c36aae0583863d9?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040659421_34043267.png&expireTime=1762412935390&signature=NrmeD1WNK6gblUzxFCBYwxOqPnGHj6DaAilUcZHWymt,,,70,,,,1,394,赣县北站,混凝土,37423,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
84.448,DK367+015区间基站+直放站硬化面,23-8,,,,,,1.75915626406e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012012225e+12,770,宋红根,26810,,https://ncjnas.coolmitech.com:50443/123/bd758d6dbee52bd5df73b0a27480e6d1?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040811200_38837365.png&expireTime=1762412935391&signature=XKuylaMcVdVembfnyQaJyqcTZmML0rPTbP7CI9GIbYs,,,70,,,,1,394,赣县北站,混凝土,37425,二级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
49,DK367+040中继站20围墙,24-1,,,,,,1.759156405668e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012129169e+12,770,宋红根,26536,,https://ncjnas.coolmitech.com:50443/123/d7259709b08eb7374c0edf56788133af?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040928224_12261751.png&expireTime=1762412935393&signature=I1HP5FWUyUcHWvx8kEDi1MFMRX14L6RqFiSu13C6NU4,,,70,,,,1,394,赣县北站,砖,37426,一级,1,赣州工务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
63.8,DK367+040中继站20硬化面,24-8,,,,,,1.759156554034e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012190026e+12,770,宋红根,26811,,https://ncjnas.coolmitech.com:50443/123/8cb41ed29838df6ef05f8f4a9a899e98?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761040988248_56500214.png&expireTime=1762412935394&signature=Covie8iubQ8tjoqZvGXec0kPZwXlmIJ9SWtyfopibpr,,,70,,,,1,394,赣县北站,混凝土,37427,一级,1,赣州工务段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
164,DK369+630劳田警务区硬化面,25-8,,,,,,1.759156977607e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761012263901e+12,770,宋红根,26812,,https://ncjnas.coolmitech.com:50443/123/f66fb3d15e50968428acb4cf39b22b01?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041062650_62429340.png&expireTime=1762412935395&signature=Ip8ZqYmhuHmUZkTcRoTr0yqsf3Sm2sx2A1PHXKPRB6a,,,70,,,,1,394,赣县北站,混凝土,37430,一级,1,赣州公安处,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
23.048,DK370+694区间基站+直放站硬化面,26-8,,,,,,1.759196518215e+12,770,宋红根,,,,,,,,,,,,2025-09-30,,,,,京港高速线,,,1.761012346742e+12,770,宋红根,26813,,https://ncjnas.coolmitech.com:50443/123/3528eca6ad75343158b51540704811f9?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041145792_12238045.png&expireTime=1762412935397&signature=mxBCCEu0Ysu70alo8uDZoVdbszVtIpQYG8hBYWLnrbO,,,70,,,,1,394,赣县北站,混凝土,37434,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
40.5,DK384+818区间基站+直放站围墙,41-1,,,,,,1.759202564267e+12,770,宋红根,,,,,,,,,,,,2025-09-30,,,,,京港高速线,,,1.761012483522e+12,770,宋红根,26556,,https://ncjnas.coolmitech.com:50443/123/12e0147d4a78325f263c627184c19d7e?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041282382_96536087.png&expireTime=1762412935398&signature=mQWBgWDZ1hWYn7qZFcZ6cUjydWEhEU8bTjcGBkyYjbM,,,70,,,,1,394,赣县北站,砖,37462,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
89.822,DK358+367区间基站硬化面,71-8,,,,,,1.759151021897e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76120840109e+12,770,宋红根,26882,,https://ncjnas.coolmitech.com:50443/123/38e1dc1d2289c0dec28614b391f1bae9?objectKey=nas/ncfjd/tlsbgl/2025/10/23/1761237199013_20226652.png&expireTime=1762412935400&signature=yXKV3D99KS0yslJDYUxlU53iDhWhbMzW0lk7O6QI2U0,,,70,,,,1,112,兴国西站,混凝土,37379,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
4092,落客平台,站19,,,,,,1.759151957241e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76101255603e+12,770,宋红根,26979,,https://ncjnas.coolmitech.com:50443/123/d1f251aab14e266830885a4cbac12843?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761041354812_24907664.png&expireTime=1762412935401&signature=djvsQ2jn8Y7gBizl5GsFd7OhEWKsz3ORIActTvCaXFx,,,70,,,,1,394,赣县北站,混凝土,37387,一级,1,赣州车务段,落客平台,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
86,DK369+630劳田警务区挡土墙,25-4,,,,,,1.759156878391e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761533577881e+12,770,宋红根,27676,,https://ncjnas.coolmitech.com:50443/123/1db395a8248b91caae3309e30cc18e34?objectKey=nas/ncfjd/tlsbgl/2025/10/27/1761562376718_65974318.png&expireTime=1762412935402&signature=9cKA3hjVuQu5Ka4vxldne6oylHccorGP7qgYyPaX4Eb,,,70,,,,1,394,赣县北站,混凝土,37429,一级,1,赣州公安处,挡土墙,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
15.52,通信基站DK59+780散水及明沟,46-1,,,,,,1.760082236265e+12,770,宋红根,,,,,,,,,,,,2025-10-10,,,,,衢九线,,,1.760943931929e+12,770,宋红根,29261,,https://ncjnas.coolmitech.com:50443/123/9c76475dbd69f747a75ab5382365f73b?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760972673601_29318419.png&expireTime=1762412935404&signature=2gPIVXkSYQtZYDbliS2X4dS2jFgcmRefYeM4mpvoP3u,,,69,,,,1,413,都昌,无,39342,一级,1,南昌通信段,排水沟（管）,148,九江房建工区,140,九江房建综合车间,,,,,,
27.9,DK347+720直放站硬化面,58-8,,,,,,1.759134620261e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761535559861e+12,770,宋红根,26869,,https://ncjnas.coolmitech.com:50443/123/0ad51f3e7ec85fd3f38e37251388c8da?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761044644158_80238846.png&expireTime=1762412935405&signature=NA1FfaWnqZeHFuSaYvxFqTM5Hb7utgyAPsVVmNMQFIO,,,70,,,,1,112,兴国西站,混凝土,37337,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
200,公安部派出所污水提升井,公-9,,,,,,1.759117988216e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760944765909e+12,770,宋红根,27301,,https://ncjnas.coolmitech.com:50443/123/d9d5a3962815abb3d2a3284b8ad16e94?objectKey=nas/ncfjd/tlsbgl/2025/10/20/1760973564857_79050164.png&expireTime=1762412935407&signature=PY4i3hZGyGE9Y7CA0jRBAuB4mb7IsniED8p7FsTBfJC,,,70,,,,1,112,兴国西站,混凝土,37227,一级,1,赣州车务段,沉淀地,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
608,所内排水沟,公-63,,,,,,1.759891479013e+12,770,宋红根,,,,,,,,,,,,2025-10-08,,,,,京港高速线,,,1.761024645724e+12,770,宋红根,26938,,https://ncjnas.coolmitech.com:50443/123/db621b71f90185de268ab835e5a1859d?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761053444412_47492838.png&expireTime=1762412935408&signature=8ZSODaKE2YcYCN6mKu0k9QUgv2Nr5N6r1hjRTa6qM2Z,,,70,,,,1,403,赣州西动车所,混凝土,37582,一级,1,赣州工务段,室外排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
8,DK346+580直放站挡土墙排水沟,56-7,,,,,,1.759133628353e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761025011952e+12,770,宋红根,26650,,https://ncjnas.coolmitech.com:50443/123/cfada11e542ed84eb2bb2c22fed39262?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761053810860_14266614.png&expireTime=1762412935409&signature=v14xfmmkmWoUgfezXvjB5hDg9XpgFv0muEDGxLwhPXt,,,70,,,,1,112,兴国西站,混凝土,37331,一级,1,南昌通信段,室外排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
14,DK348+036区间基站+直放站排水沟,59-2,,,,,,1.759134790848e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.76102521553e+12,770,宋红根,26654,,https://ncjnas.coolmitech.com:50443/123/b69e26b1cca724804369a8335c139099?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761054014052_88140821.png&expireTime=1762412935411&signature=rG3lrBp7rbuKmrNYpXGuMnPP9iWPeEFhOyZysdcOLiN,,,70,,,,1,112,兴国西站,混凝土,37339,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
12,DK371+017直放站排水沟,28-2,,,,,,1.759197031118e+12,770,宋红根,,,,,,,,,,,,2025-09-30,,,,,京港高速线,,,1.761025297156e+12,770,宋红根,26541,,https://ncjnas.coolmitech.com:50443/123/28b43452a16fe96743a9007e986715fc?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761054095621_49944809.png&expireTime=1762412935413&signature=JlKDHIBHBatOnzZGrxoP5XOYhT0FgSNuofkV2VvWdW1,,,70,,,,1,394,赣县北站,混凝土,37438,一级,1,南昌通信段,排水沟（管）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
33.6,DK374+780区间基站+直放站围墙,30-1,,,,,,1.759199447713e+12,770,宋红根,,,,,,,,,,,,2025-09-30,,,,,京港高速线,,,1.761025482962e+12,770,宋红根,26548,,https://ncjnas.coolmitech.com:50443/123/c7bb16e1bf2437e06345d7856147ef9e?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761054281900_35407399.png&expireTime=1762412935415&signature=h69jyu6mz7Q0EvhzbJkAgRX3dHk26uJh3Dif5N6TOK4,,,70,,,,1,394,赣县北站,砖,37447,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
19453.75,所内护坡,公-65,,,,,,1.759891750603e+12,770,宋红根,,,,,,,,,,,,2025-10-08,,,,,京港高速线,,,1.761025649052e+12,770,宋红根,26940,,https://ncjnas.coolmitech.com:50443/123/f15dc86b31e612682611c95807c2d12c?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761054448182_82263955.png&expireTime=1762412935416&signature=P1earsSLThRFhScEgSeyAFsUgLRWZNnC6WQIXgfAR4t,,,70,,,,1,403,赣州西动车所,混凝土,37584,一级,1,赣州工务段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
85.422,DK333+781区间基站+直放站硬化面,34-8,,,,,,1.759129585308e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761013387365e+12,770,宋红根,26857,,https://ncjnas.coolmitech.com:50443/123/507f0974afe6a90988dcffa225961f6b?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761042186582_49415574.png&expireTime=1762412935417&signature=NFfSyQ0LC7pYM2ZnaejjdHNK313rPflFp1fj44rNhMT,,,70,,,,1,112,兴国西站,混凝土,37292,一级,1,南昌通信段,道路、广场、地面硬化,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
45,DK336+726区间基站+直放站围墙,35-1,,,,,,1.759129666404e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761013487586e+12,770,宋红根,26621,,https://ncjnas.coolmitech.com:50443/123/d3241f8c9adb2339bc56af65d694fa01?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761042285773_17480496.png&expireTime=1762412935419&signature=4kO4IjJRriUytBuE04i2bq4xLtnFGB7XEkvswKsczse,,,70,,,,1,112,兴国西站,砖,37293,一级,1,南昌通信段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
750,DK336+726区间基站+直放站护坡,35-3,,,,,,1.759129735732e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.761013561506e+12,770,宋红根,26622,,https://ncjnas.coolmitech.com:50443/123/402ebc295b874ca56c02b7d997d9dae3?objectKey=nas/ncfjd/tlsbgl/2025/10/21/1761042360578_90799213.png&expireTime=1762412935421&signature=MoDHe5JxOrvBWtYR256QY1WKmLBLXGd3DCA2eKF3mPS,,,70,,,,1,112,兴国西站,混凝土,37294,一级,1,南昌通信段,挡墙护坡,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
185,2站台侧面栏杆,站-21,,,,,,1.759116656649e+12,770,宋红根,,,,,,,,,,,,2025-09-29,,,,,京港高速线,,,1.760665500839e+12,770,宋红根,27304,,https://ncjnas.coolmitech.com:50443/123/1b8db9373a7661d511d02d7511ca7205?objectKey=nas/ncfjd/tlsbgl/2025/10/17/1760701855117_69964031.png&expireTime=1762412935422&signature=qQvaqpz6HbhyyvrVuLWzFC4jhHgkUzzpsr3DP89Av0n,,,70,,,,1,112,兴国西站,不锈钢,37215,一级,1,赣州车务段,围墙、栅栏（含玻璃栏板、站台端头栏杆）,154,赣州西高铁综合工区,138,赣州西高铁房建车间,,,,,,
